endpoint,column_name,data_type,pretty_name,definition,is_required
v1/accounting/od/auctions_query,accrued_int_per1000,NUMBER,"Accrued Interest per $1,000","The amount of accrued interest an investor pays per $1,000.",TRUE
v1/accounting/od/auctions_query,adj_accrued_int_per1000,NUMBER,"Adjusted Accrued Interest per $1,000","The interest accrued per $1,000 from dated date to issue date adjusted by Index Ratio in effect on the issue date.",TRUE
v1/accounting/od/auctions_query,adj_price,NUMBER,Adjusted Price,Coupon rate or annual percentage rate paid on face value of the security being auctioned adjusted for inflation. Applies only to Treasury Inflation Protected Securities (TIPS).,TRUE
v1/accounting/od/auctions_query,allocation_pctage,NUMBER,Allocation Percentage,"Percentage determined at auction to prorate and award securities accepted at the high rate, yield, or discount margin. When the total amount of bids tendered exceeds the public offering amount, bids at the highest accepted rate, yield, or discount margin are only awarded a portion of their bid based on this percentage.",TRUE
v1/accounting/od/auctions_query,allocation_pctage_decimals,NUMBER,Allocation Percentage Decimals,The number of decimals that will be used when allocating the awards at the high rate/yield.,TRUE
v1/accounting/od/auctions_query,announcemtd_cusip,STRING,Announced CUSIP,CUSIP number that the security was originally announced as. Applies only to unscheduled reopenings.,TRUE
v1/accounting/od/auctions_query,announcemt_date,DATE,Announcement Date,"This is the date when notification the security being announced/auctioned is made to the public. This notification states the terms and conditions of the securities to be auctioned, including the auction date, offering amount, and auction format.",TRUE
v1/accounting/od/auctions_query,auction_format,STRING,Auction Format,"Type of auction method used. Since 1980, the Treasury has used three types of formats to auction its marketable securities: single-price, multiple-price, and price-based.  Single-price - Investors making competitive bids specify the rate, yield, or discount margin they are willing to receive for the use of their funds. Successful bidders pay the price equivalent to the highest accepted rate, yield, or discount margin regardless of the rate, yield, or discount margin they bid. All Treasury securities auctions are now single-price. Multiple-price - Investors making competitive bids specify the rate, yield, or discount margin they are willing to receive for the use of their funds. Successful competitive bidders pay the price equivalent to the rate, yield, or discount margin they bid. Price-based - Investors making competitive bids specify the price they are willing to pay for the security. Successful competitive bidders are awarded securities at the price they each bid at the auction.",TRUE
v1/accounting/od/auctions_query,avg_med_discnt_rate,NUMBER,Average/Median Discount Rate,"(Bills only) In a single-price auction, 50 percent of the amount of accepted competitive tenders is tendered at or below the median rate. In a multiple-price auction, the average is the weighted average of all accepted competitive rates. In a price-based auction, it is the rate associated with the weighted average of all accepted competitive prices.",TRUE
v1/accounting/od/auctions_query,avg_med_investment_rate,NUMBER,Average/Median Investment Rate,"For mulit-price auctions.  Is the bill's yield based on the purchase price, discount, and a 365- or 366-day year. The Coupon Equivalent can be used to compare the yield on a discount bill to the yield on a nominal coupon bond that pays semiannual interest.",TRUE
v1/accounting/od/auctions_query,avg_med_price,STRING,Average/Median Price,"In a multiple-price auction, price associated with the weighted average yield of accepted and awarded bids. In a price-based auction, weighted average price of all accepted and awarded bids. Not applicable to single-price auctions.",TRUE
v1/accounting/od/auctions_query,avg_med_discnt_margin,NUMBER,Average/Median Discount Margin,"(FRN only) In a single-price auction, 50 percent of the amount of accepted competitive tenders is tendered at or below the median discount margin. In a multiple-price auction, the average is the weighted average of all accepted competitive discount margins. In a price-based auction, it is the discount margin associated with the weighted average of all accepted competitive prices. ",TRUE
v1/accounting/od/auctions_query,avg_med_yield,NUMBER,Average/Median Yield,Yield/Rate where 50% of the accepted competitive tenders is reached.,TRUE
v1/accounting/od/auctions_query,back_dated,STRING,Back Dated,The date that the security announced/auctioned begins accruing interest. Will only appear if backdated equals Y.,TRUE
v1/accounting/od/auctions_query,back_dated_date,DATE,Back Dated Date,"The length of the first interest payment period. Applies to Notes, Bonds, and TIPS.",TRUE
v1/accounting/od/auctions_query,bid_to_cover_ratio,NUMBER,Bid-to-Cover Ratio,"The total par amount received divided by the total par amount awarded in the security being auctioned. It excludes bids by, and awards to, System Open Market Account (SOMA).",TRUE
v1/accounting/od/auctions_query,callable,STRING,Callable,Indicates if the security is subject a call provision. When Treasury exercises its options to call a security it intervenes prior to the security's original maturity date and redeems the security.,TRUE
v1/accounting/od/auctions_query,call_date,DATE,Call Date,Earliest date the security being announced/issued is subject to a call provision.,TRUE
v1/accounting/od/auctions_query,called_date,DATE,Called Date,The date that a security was called to maturity,TRUE
v1/accounting/od/auctions_query,cash_management_bill_cmb,STRING,Cash Management Bill (CMB),Special Bills offered occasionally as Treasury borrowing needs warrant. Cash Management Bills may not be purchased in TreasuryDirect. ,TRUE
v1/accounting/od/auctions_query,closing_time_comp,STRING,Closing Time (ET) - Competitive,The time that competitive bids are no longer accepted into the auction.,TRUE
v1/accounting/od/auctions_query,closing_time_noncomp,STRING,Closing Time (ET) - Noncompetitive,The time that noncompetitive bids are no longer accepted into the auction.,TRUE
v1/accounting/od/auctions_query,comp_accepted,NUMBER,Competitive Accepted,The dollar amount of competitive bids awarded in the auction,TRUE
v1/accounting/od/auctions_query,comp_bid_decimals,NUMBER,Competitive Bid Decimals,The number decimal positions for entry into TAAPS in the rate and yield fields.,TRUE
v1/accounting/od/auctions_query,comp_tendered,NUMBER,Competitive Tendered,The dollar amount of competitive bids received in the auction,TRUE
v1/accounting/od/auctions_query,comp_tenders_accepted,STRING,Competitive Tenders Accepted,Y/N field that tells investors if competitive tenders are accepted into the auction.,TRUE
v1/accounting/od/auctions_query,corpus_cusip,STRING,Corpus CUSIP,"The CUSIP number for the principal portion (excludes interest payments) of the security being announced/auctioned. Applies to Note, Bonds, and TIPS only.",TRUE
v1/accounting/od/auctions_query,cpi_base_reference_period,STRING,CPI Base Reference Period,Consumer price index base period from the Bureau of Labor Statistics.,TRUE
v1/accounting/od/auctions_query,currently_outstanding,NUMBER,Currently Outstanding,The dollar amount that has already been issued for this CUSIP.,TRUE
v1/accounting/od/auctions_query,dated_date,DATE,Dated Date,The date that the security being announced/auctioned begins accruing interest,TRUE
v1/accounting/od/auctions_query,direct_bidder_accepted,NUMBER,Direct Bidder Accepted,The dollar amount of non-primary dealer bids awarded in the auction,TRUE
v1/accounting/od/auctions_query,direct_bidder_tendered,NUMBER,Direct Bidder Tendered,The dollar amount of non-primary dealers bids received in the auction,TRUE
v1/accounting/od/auctions_query,est_pub_held_mat_by_type_amt,NUMBER,Estimated Amount of Publicly Held Maturing Securities by Type,The total amount of publicly held Notes/Bonds/TIPS maturing/called on a specific date.,TRUE
v1/accounting/od/auctions_query,fima_included,STRING,FIMA Included,Indicates if Foreign International Monetary Authority (FIMA) bids are included in reaching the offering amount for the auction.,TRUE
v1/accounting/od/auctions_query,fima_noncomp_accepted,NUMBER,FIMA Noncompetitive Accepted,The total amount of noncompetitive FIMA bids accepted in the auction.,TRUE
v1/accounting/od/auctions_query,fima_noncomp_tendered,NUMBER,FIMA Noncompetitive Tendered,The total amount of noncompetitive FIMA bids tendered in the auction.,TRUE
v1/accounting/od/auctions_query,first_int_period,STRING,First Interest Period,The first interest payment date for a security.,TRUE
v1/accounting/od/auctions_query,first_int_payment_date,DATE,First Interest Payment Date,Date the first interest payment will be paid to the investor.,TRUE
v1/accounting/od/auctions_query,floating_rate,STRING,Floating Rate,Y/N field that tells investors if it's a floating rate note.,TRUE
v1/accounting/od/auctions_query,frn_index_determination_date,DATE,FRN Index Determination Date,The date used for the FRN determination index.,TRUE
v1/accounting/od/auctions_query,frn_index_determination_rate,NUMBER,FRN Index Determination Rate,The rate used for the FRN index.,TRUE
v1/accounting/od/auctions_query,high_discnt_rate,NUMBER,High Discount Rate,"In single- and multiple-price auctions, the highest rate accepted and awarded. Applies to bills only.",TRUE
v1/accounting/od/auctions_query,high_investment_rate,NUMBER,High Investment Rate,"For mulit-price auctions. The bill's yield based on the purchase price, discount, and a 365- or 366-day year. The Coupon Equivalent can be used to compare the yield on a discount bill to the yield on a nominal coupon bond that pays semiannual interest.",TRUE
v1/accounting/od/auctions_query,high_price,STRING,High Price,The price per $100 associated with the high rate/yield of the security being announced/auctioned.,TRUE
v1/accounting/od/auctions_query,high_discnt_margin,NUMBER,High Discount Margin,"In single- and multiple-price auctions, the highest discount margin accepted and awarded. In a price-based auction, it is the discount margin associated with the lowest price accepted. ",TRUE
v1/accounting/od/auctions_query,high_yield,NUMBER,High Yield,"In single- and multiple-price auctions, the highest yield accepted and awarded. Applies to notes, bonds, and TIPS.",TRUE
v1/accounting/od/auctions_query,index_ratio_on_issue_date,NUMBER,Index Ratio On Issue Date,A field calculated by dividing the reference CPI on the issue date of the security by the Reference CPI on the original dated date of the security being announced/auctioned. Applies only to Treasury Inflation Protected Securities (TIPS).,TRUE
v1/accounting/od/auctions_query,indirect_bidder_accepted,NUMBER,Indirect Bidder Accepted,The dollar amount of competitive bids received in the auction,TRUE
v1/accounting/od/auctions_query,indirect_bidder_tendered,NUMBER,Indirect Bidder Tendered,The dollar amount of customer bids awarded in the auction,TRUE
v1/accounting/od/auctions_query,int_payment_frequency,STRING,Interest Payment Frequency,The frequency of the interest payments paid to the investor. Coupons have semi-annual interest payments. Floating rate notes have quarterly interest payments.,TRUE
v1/accounting/od/auctions_query,int_rate,NUMBER,Interest Rate,Coupon rate or annual percentage rate paid on face value of security.,TRUE
v1/accounting/od/auctions_query,low_discnt_rate,NUMBER,Low Discount Rate,"In a single-price auction, five percent of the amount of accepted competitive tenders was tendered at or below this rate. In a multiple-price auction, the lowest rate accepted and awarded to competitive bidders. Applies to bills only.",TRUE
v1/accounting/od/auctions_query,low_investment_rate,NUMBER,Low Investment Rate,"For mulit-price auctions.  The bill's yield based on the purchase price, discount, and a 365- or 366-day year. The Coupon Equivalent can be used to compare the yield on a discount bill to the yield on a nominal coupon bond that pays semiannual interest.",TRUE
v1/accounting/od/auctions_query,low_price,STRING,Low Price,The price per $100 associated with the low rate/yield of the security being announced/auctioned. Applies to multipriced auctions only.,TRUE
v1/accounting/od/auctions_query,low_discnt_margin,NUMBER,Low Discount Margin,"In a single-price auction, five percent of the amount of accepted competitive tenders was tendered at or below this discount margin. In a multiple-price auction, the lowest discount margin accepted and awarded to competitive bidders. In a price-based auction, it is the discount margin associated with the highest price accepted at the auction",TRUE
